id,year,era,region,title,text
415,-1664,BCE,Levant,Levant: Festival Institution (1664 BCE),"In 1664 BCE, Levant saw a contested festival institution that challenged regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
416,1737,CE,Byzantine Empire,Byzantine Empire: Lighthouse Lighting (1737 CE),"In 1737 CE, Byzantine Empire saw a notable lighthouse lighting that ushered in regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
417,1132,CE,Caucasus,Caucasus: Treaty (1132 CE),"In 1132 CE, Caucasus saw a notable treaty that consolidated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
418,889,CE,Brazil,Brazil: University Charter (889 CE),"In 889 CE, Brazil saw a far-reaching university charter that ushered in regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
419,471,CE,Aztec Empire,Aztec Empire: Postal Relay (471 CE),"In 471 CE, Aztec Empire saw a far-reaching postal relay that accelerated regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
420,-305,BCE,Venezuela,Venezuela: Calendar Reform (305 BCE),"In 305 BCE, Venezuela saw a lesser-known calendar reform that reshaped regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
421,-1289,BCE,Indus Valley,Indus Valley: Natural Disaster (1289 BCE),"In 1289 BCE, Indus Valley saw a far-reaching natural disaster that consolidated regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
422,1903,CE,Medieval Europe,Medieval Europe: Canal Construction (1903 CE),"In 1903 CE, Medieval Europe saw a well-documented canal construction that reshaped regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
423,1740,CE,North Africa,North Africa: Academy Founding (1740 CE),"In 1740 CE, North Africa saw a lesser-known academy founding that documented regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
424,287,CE,Bolivia,Bolivia: Weights And Measures Act (287 CE),"In 287 CE, Bolivia saw a pivotal weights and measures act that stabilized regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
425,110,CE,Ottoman Empire,Ottoman Empire: Tax Reform (110 CE),"In 110 CE, Ottoman Empire saw a contested tax reform that ushered in regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
426,1258,CE,Poland-Lithuania,Poland-Lithuania: Abolition Decree (1258 CE),"In 1258 CE, Poland-Lithuania saw a long-debated abolition decree that marked regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
427,-1846,BCE,France,France: Cultural Renaissance (1846 BCE),"In 1846 BCE, France saw a long-debated cultural renaissance that stabilized regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
428,1393,CE,Bohemia,Bohemia: Observatory Founding (1393 CE),"In 1393 CE, Bohemia saw a remarkable observatory founding that ushered in regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
429,-1010,BCE,Philippines,Philippines: Invention (1010 BCE),"In 1010 BCE, Philippines saw a pivotal invention that transformed regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
430,1606,CE,Mexico,Mexico: Legal Code (1606 CE),"In 1606 CE, Mexico saw a remarkable legal code that documented regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
431,-22,BCE,Renaissance Italy,Renaissance Italy: Naval Engagement (22 BCE),"In 22 BCE, Renaissance Italy saw a long-debated naval engagement that transformed regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
432,-768,BCE,Central Asia,Central Asia: Naval Engagement (768 BCE),"In 768 BCE, Central Asia saw a lesser-known naval engagement that stabilized regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
433,54,CE,Islamic Golden Age,Islamic Golden Age: Printing Milestone (54 CE),"In 54 CE, Islamic Golden Age saw a lesser-known printing milestone that ushered in regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
434,665,CE,North Africa,North Africa: Dynastic Transition (665 CE),"In 665 CE, North Africa saw a widely cited dynastic transition that codified regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
435,1485,CE,Morocco,Morocco: Translation Movement (1485 CE),"In 1485 CE, Morocco saw a far-reaching translation movement that stabilized regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
436,348,CE,Great Zimbabwe,Great Zimbabwe: Calendar Reform (348 CE),"In 348 CE, Great Zimbabwe saw a widely cited calendar reform that transformed regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
437,-685,BCE,Central Asia,Central Asia: Calendar Reform (685 BCE),"In 685 BCE, Central Asia saw a remarkable calendar reform that transformed regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
438,740,CE,Han China,Han China: Translation Movement (740 CE),"In 740 CE, Han China saw a formative translation movement that reshaped regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
439,-439,BCE,Great Zimbabwe,Great Zimbabwe: Canal Construction (439 BCE),"In 439 BCE, Great Zimbabwe saw a notable canal construction that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
440,779,CE,Industrial Britain,Industrial Britain: Naval Engagement (779 CE),"In 779 CE, Industrial Britain saw a long-debated naval engagement that codified regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
441,279,CE,Early Modern Europe,Early Modern Europe: Harbor Expansion (279 CE),"In 279 CE, Early Modern Europe saw a far-reaching harbor expansion that challenged regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
442,-1632,BCE,Age of Discovery,Age of Discovery: Bridge Construction (1632 BCE),"In 1632 BCE, Age of Discovery saw a formative bridge construction that reshaped regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
443,-1149,BCE,Southern Africa,Southern Africa: Astronomical Event Recording (1149 BCE),"In 1149 BCE, Southern Africa saw a pivotal astronomical event recording that reshaped regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
444,1118,CE,Joseon Korea,Joseon Korea: Academy Founding (1118 CE),"In 1118 CE, Joseon Korea saw a lesser-known academy founding that marked regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
445,1451,CE,Majapahit,Majapahit: Naval Engagement (1451 CE),"In 1451 CE, Majapahit saw a widely cited naval engagement that ushered in regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
446,286,CE,Mexico,Mexico: Canal Construction (286 CE),"In 286 CE, Mexico saw a contested canal construction that transformed regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
447,-1734,BCE,East Africa,East Africa: Invention (1734 BCE),"In 1734 BCE, East Africa saw a formative invention that reshaped regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
